cloneid	metarow	metacol	row	col	Array1.CY5	Array1.CY3	Array2.CY5	Array2.CY3	Array3.CY5	Array3.CY3	Array4.CY5	Array4.CY3	Array5.CY5	Array5.CY3	Array6.CY5	Array6.CY3	Array7.CY5	Array7.CY3	Array8.CY5	Array8.CY3	Array9.CY5	Array9.CY3	Array10.CY5	Array10.CY3	Array11.CY5	Array11.CY3	Array12.CY5	Array12.CY3	Array13.CY5	Array13.CY3	Array14.CY5	Array14.CY3	Array15.CY5	Array15.CY3	Array16.CY5	Array16.CY3	Array17.CY5	Array17.CY3	Array18.CY5	Array18.CY3	Array19.CY5	Array19.CY3	Array20.CY5	Array20.CY3	Array21.CY5	Array21.CY3	Array22.CY5	Array22.CY3	Array23.CY5	Array23.CY3	Array24.CY5	Array24.CY3	Array25.CY5	Array25.CY3	Array26.CY5	Array26.CY3	Array27.CY5	Array27.CY3	Array28.CY5	Array28.CY3
BG063038	1	1	1	12	137.933788688383	138.261989185875	154.898083151386	168.730299744617	264.613856844108	263.795709085347	137.330587496402	134.900755452498	179.414272440811	183.931855314836	120.341364526239	127.354381100260	162.843742481739	169.272700196577	101.565450022337	127.208612743394	96.9139550254215	98.9537574592271	111.317833315672	139.959605176816	102.843657018778	119.443438283773	92.3009566281455	91.006640741994	123.314855259304	162.364866405577	178.479318986889	197.871664910343	423.604385012827	438.062037517343	253.942398336656	295.909625537916	309.345649874921	347.029285989333	169.986728283480	192.267951327917	311.585213633448	343.835314746461	355.508031080827	414.370385816989	138.611973961750	183.072207073557	169.067885235069	234.603987296889	158.623459642875	214.646686414832	192.974211072998	241.379403708922	123.007671551822	133.845310559056	204.153609233859	203.954268338717	121.242215569995	152.422156862774	218.797710671064	253.320749243699
BG063016	1	1	1	13	70.0025931094659	71.3973551263227	71.1760523003602	78.1723602275683	66.0504508059399	69.280374988576	92.4604201987182	90.7739763886164	75.4800596807197	81.8759289028304	64.1666322398319	66.9039319993343	100.001249998740	101.998725017223	52.349993346589	55.3581732248459	62.3121827653102	71.0615453269776	65.2329844752901	69.6733414323796	93.7925626012729	176.559841641167	62.7658025102938	67.297793241905	77.746866655896	77.8166408528979	68.450884974983	73.0158565784305	576.198565699176	594.680411229789	378.251606273331	397.679738843731	804.551482888868	766.213241925192	242.991070696761	246.614000375277	695.897139388653	721.191353711983	457.62221631655	509.009378685569	253.490341930383	228.166483817692	417.653508433634	412.624332179851	290.086104973879	303.582276055346	337.21344765474	245.452844706078	153.204998606318	173.023075233440	293.637124901469	269.856885523550	188.256229174346	185.120036414440	287.02487782321	260.297994259641
BG063016	1	1	1	14	68.772035135362	71.9769305976922	77.2505846472485	79.688717284281	88.2898991136627	93.430846368738	74.579016060303	71.977350782686	83.6185079779831	82.5295758902687	68.0594228496817	70.7616932138373	94.09075766324	94.8764811943657	54.7094719895699	57.9058778085806	62.6053741827335	68.1091688319628	65.4178992200759	67.4127425762188	67.3135986746719	74.2049169609984	62.7533117216543	67.3111885909031	73.7404027092556	78.2745928681445	67.2729588328487	72.09434643793	579.504753185944	628.177763855536	389.079092608570	450.908320012197	303.091006628086	316.215255167914	261.585699045507	268.967303093125	653.148464519093	663.6852469969	586.662574607424	627.520854294054	320.750341126601	284.146229369174	291.775860359698	305.162325252795	312.680981152743	324.074715470142	228.878438284951	206.375927562005	254.230632902880	234.975617681843	328.344493862704	352.925059399519	228.251131028866	259.135627207559	260.792726855009	226.846817062083
BG077252	1	1	1	15	314.873234033269	307.171234471396	576.638468560322	554.576250867222	583.974866155996	567.579221656878	323.492949134449	326.659360838436	129.739641060543	125.173770077116	73.2385737424691	75.3701187493101	467.128985183149	496.982647970299	109.115717583221	112.586896481073	67.6224348414614	71.8696392904828	178.692950221182	176.571039657388	358.389130508582	352.069829296842	259.644038150376	232.934291235189	333.083325085478	360.180144020156	415.699922907132	355.12876444045	1566.21288485256	1903.18252954521	964.053211453145	960.274795002842	803.121576437582	813.698721554381	649.139905443042	701.27409543449	1004.11930859228	1008.0594918736	1303.72496123040	1447.07362066576	222.89529749817	278.310043757246	561.756511609674	667.43151570358	631.760711641793	700.26513495958	301.327460370011	287.730165360756	168.026672460026	183.572045725884	1119.41036186149	1010.44446124214	196.863179466942	244.565795037792	301.684382145894	293.372826828002
BG077252	1	1	1	16	303.30447769198	309.490979870497	528.552979321882	537.978237044113	669.415790723962	657.837783485433	366.143993715645	382.177510492427	222.565660987458	217.014609467189	90.1650128328817	97.1552016105894	541.250989298576	593.234943396796	121.768169979199	158.17762559206	67.2486354291468	75.6149172031537	194.648929338053	184.480850329445	359.546538137395	347.103884372014	266.551302353861	242.835054371898	412.305228956978	432.466016623344	523.125588452469	431.848498690915	1589.50070085940	1959.71476974866	838.671698596749	947.258624953294	694.591037624989	732.53464619955	719.034742661766	734.042416429213	1056.65848116763	1116.18372541402	1146.75736272804	1281.85093706577	204.862990623707	245.202902911186	574.702334512731	653.773227350057	670.592076874748	735.44710265361	364.328590721368	337.983356607258	185.962357641170	192.383020164934	631.139238110702	621.75186758262	120.962691058418	141.861923290982	312.799936764072	341.911833827085
BG063652	1	1	1	17	1552.25355303293	1469.85458370640	3337.58731398902	3419.81165621053	2969.56881268087	2626.39645415692	2866.91363423213	2678.5337752446	1118.30761555797	1136.37337555457	194.624721274476	233.803803042197	2912.63863329696	3174.12530834113	850.90751765861	984.699256513286	225.535355446362	239.128804853066	1519.03954008669	1591.53724192197	1980.03657545663	1743.39961331467	1344.27612870299	1129.61166800241	2627.21853932691	2862.41433189896	2590.58805009572	2068.58979365785	9667.14276017452	10706.2213280205	5503.12343446468	5535.04248318993	4871.1547311702	4581.11807806179	4990.98408348449	4859.8964841951	8817.2223652072	8896.28419824442	7226.1495632241	7915.31734841097	1318.07053155894	1200.99339306806	4802.45140618137	4900.50726379202	4095.71014278861	4189.68955364518	3212.24684419539	3321.99252348333	1641.34186159538	1495.27898935963	4433.80371066797	4509.30043472492	685.715707632018	835.588267299079	2434.18904235137	2487.56357647179
BG063652	1	1	1	18	1804.07525471066	1713.37586496398	3239.06015818689	3351.36134244459	3266.84646332953	2950.5629077456	2194.5551750879	2046.54868147487	1177.47784263123	1122.58248278051	117.168749819576	132.37317991259	4628.82649878291	5199.66345818502	1164.78250587470	1332.71232369194	615.034579225949	725.35758974961	1397.42835926305	1389.21611768620	1945.15931590922	1696.13459063010	1326.64745976743	1130.1419898417	3085.33402538085	3424.30670815159	2057.3620483558	1664.07755151121	9869.00896803775	10455.1437063407	4548.03245437763	4613.90375079713	5409.42721193146	5194.69879140247	4925.59022730231	5156.48822332315	7074.89617813905	7056.28022560344	6618.97298506795	7273.24678747057	1305.28918161709	1222.36361296071	5422.40163483877	5377.44526570228	4891.87603526283	5040.06598333094	3375.20963246114	3598.91720003850	1776.26367064225	1767.17007270944	5041.60255181453	5009.7100555675	647.732573372033	743.868719603911	1718.40549488336	1755.85448777024
BG063629	1	1	1	19	270.248109822184	279.110185265053	935.017087961798	792.985507480152	395.660998212515	357.872018317931	389.408475694021	463.877936087701	1322.85672656430	1417.93133174111	256.879701215158	262.418554993329	420.541285947786	516.101527370484	455.499245190521	300.066358930696	496.428400947906	396.455963486773	227.023805561213	236.235137841257	777.779260414517	777.179375646821	96.5176514358087	92.003896364033	884.506715566974	818.580557114127	569.227297153627	537.623549556175	2649.29743328837	2388.85635130237	2824.64156471982	1924.38044808676	2236.96487566844	1768.59012988204	1331.72364335151	1223.34690694531	4715.83825528967	4068.05279601804	5480.84214505339	4425.79577335441	2018.50133587190	2337.03387566119	1866.81381442909	1482.18423209290	1473.63785984453	1017.62857813534	830.016313159013	790.943490618154	1058.74697221142	852.08649817027	829.564340242882	793.793763853449	1302.19838446956	1272.74770093892	1644.16174405376	1521.45858462341
BG063629	1	1	1	20	285.19165854352	308.161186932432	899.611057018592	740.67119873809	552.353589932336	484.175363163225	291.599755527506	308.985169884688	1182.97529639842	1227.14396861850	228.843195818997	226.766628626552	468.398650994966	545.535303009971	425.795537118769	292.393858428987	508.495038576425	404.55851954017	231.344637697713	223.303209074168	822.34834759646	757.033198667646	160.923343036551	137.755030324997	868.922594815258	823.060654962085	537.916596275048	496.101071890982	2444.26650761183	2399.49080091532	2855.03337543708	2140.2397788308	1919.01649664582	1474.13792687271	1510.74395330073	1313.91953988173	4542.91164741666	3786.33910033918	6108.70795575845	4799.4505896067	1887.42849975571	2145.26431095221	1950.79324611758	1569.93059418015	1952.20680072731	1268.75390408292	929.745221979527	891.577585346552	1396.24225724311	1068.89903400205	896.20726524069	947.383527148683	1458.09527890268	1416.79424512963	1815.07772928056	1644.06843401842
BG076975	1	1	1	21	196.619255492208	201.195960695557	347.697004861236	310.356426691298	332.174307525402	326.720030843145	264.340480773752	263.803711773095	222.226694298398	223.834495477884	108.425633070060	112.335060032620	179.154088680198	173.777781067417	120.456026733656	134.156840784163	108.797608180330	100.002198411997	185.649542955413	173.924478810889	238.640965238096	245.389553891444	136.528798243293	132.426273669982	222.960318077345	236.234862123441	312.971368303004	279.488825045855	546.856616394381	534.194871639486	243.012370767209	302.996920558151	241.342025576125	253.557165826878	153.389323141227	176.198704359078	454.600127684251	482.505363818004	392.535588509488	440.184291712504	195.798065251686	233.878715507920	208.33267186111	271.412061751392	182.513894424138	213.11254204905	189.929110445224	189.881371609967	129.804510649845	132.722660512727	260.875763730479	263.328409729056	128.488970836260	184.685112236134	198.928061878742	183.367794646463
BG076975	1	1	1	22	207.473691677114	214.499484923895	304.726097449871	303.826947461336	369.033855629719	343.358740849889	278.116411591558	269.847433923523	240.138973964072	252.707834127247	88.9429627275601	84.188785378517	169.989185074017	173.940477372872	121.573142429018	137.596180091889	77.6154693925893	77.162452883031	202.712080885937	207.012822406044	213.408868388475	212.231105211398	95.2737263656898	91.1793873439633	223.576743093974	243.397409081709	303.445450746648	290.678274408022	518.444779923955	517.322211324685	231.925364241564	274.295138903998	259.401857230688	284.153709564420	161.56768900501	179.441818958623	405.096367669992	438.522816241878	415.113573781696	458.852738215131	186.950999412024	214.949372436549	183.924309901826	238.097943786632	174.174099690852	224.740647831555	216.547435026658	245.253424467772	157.230605307043	154.779026338264	224.308274139637	226.563198325726	147.198018752052	189.560975321286	195.798077412489	190.941609305176
BG076953	1	1	1	23	214.203899520005	217.222936203617	461.575626693534	488.206020786316	425.13448816173	414.925170533081	294.544589980139	291.887893801741	298.336195595839	296.564752470934	176.558830769035	182.568041822653	215.534908468797	227.545506889898	135.150791737725	147.612897738070	96.325072047206	102.465534571965	256.160518677342	247.169237191276	363.500840624639	331.179426691648	193.98568706392	203.881021319722	289.551742363984	344.922807870566	346.690235093037	312.278769463889	376.467536571014	428.329097028483	182.006810002625	192.783995277396	133.913144763107	148.529108439545	117.403193081928	123.693398950965	346.971415381585	368.520270926002	296.995301692106	323.15662723681	137.083649901030	131.437994341473	166.905718843100	199.627671424019	140.822959128251	153.945067865364	140.406148095957	138.028143801475	86.4418695601664	89.0772034336966	216.280918340756	227.888804884514	76.1014147762354	84.9655688926715	102.105101844068	109.024914514071
BG076953	1	1	1	24	243.156683076672	233.561337000523	420.586837523608	404.396868436124	376.315830228099	339.331991222901	303.16732682614	292.082926372807	280.247369900494	299.060790578546	159.716911934446	166.694933413987	219.450914732901	216.595132710440	136.232940478601	151.945630236555	173.775972278488	185.975078005653	484.651716312315	473.837174759975	371.522197169247	349.351939100622	175.600876785728	180.950121557608	458.194749137825	528.12477763077	345.552285515184	325.357419738611	420.208343722724	441.666622694345	211.062047766164	207.607196384951	147.405478989668	151.39871430128	128.81807440616	128.064326966924	368.612033371473	369.510454539982	314.275833739575	351.309226313244	137.618754013292	153.053267710633	170.866271053887	208.197906939637	137.753586236706	154.769110427116	123.867006836953	143.702511706206	98.1987820380926	108.433116776026	235.998167914167	246.45954040268	75.9889349281323	87.4995814362761	107.083775769115	118.664101155695
BG063328	1	1	1	25	62.9989216594062	73.5726878796181	69.3631220219248	77.130322915813	58.8307222755846	62.5523511807578	59.7632157696052	63.4504009057787	74.5322777102406	84.822310470345	62.1377296941435	66.48134748942	51.6519526612439	59.6492454062008	57.0388544608018	57.25921445783	62.7215743002098	67.3293049021232	62.000613603785	67.7412650597317	71.5831502826021	78.4542169187676	61.3957234794892	67.2359533539672	73.8816425039853	76.7172982069836	63.7122526905564	65.6545613026176	46.137921165013	60.9476961465784	43.806034564446	50.1300796073956	47.1432767505607	49.2116831902739	46.3356271110777	48.3860938069401	49.8668768019904	56.309923140964	50.187293405505	60.2542953565274	65.0505617138448	76.8325417693706	56.4472547761112	67.7092272274239	50.7214925701895	56.3863533006697	63.5304506766806	67.1016804476215	44.6072180792888	48.9606860512567	49.7570575818376	54.8665884334067	44.8874894357503	54.5363536872327	46.8551616430344	54.1028973352579
BG063328	1	1	1	26	67.8815964118021	75.0718938471222	71.7195079603819	79.0301015886923	61.1612016266447	62.7849011770743	58.5559661818409	64.2120734260215	77.1930262491633	82.3908623490316	65.8731309470481	63.9410931201343	52.9433676801932	59.6864184969896	54.6099175472119	56.4000119087755	62.4982980915568	69.5378935540505	64.765285501762	69.2963825486093	71.6724698993354	77.6867325462664	63.7912018520737	68.4263640324892	75.1979782143752	76.8238739548405	64.87311037931	65.8516290497222	47.2028332364577	64.4452841371072	44.8350511300953	52.8158202190717	43.6568581348614	50.8511169801123	47.3617393463571	51.0538682356476	51.0203211769547	60.3681029234917	51.508216287672	55.9328240743125	58.0576642319382	72.5830095948267	56.3456610212535	70.0675070350284	45.3216182580507	52.4915060723236	53.350495148025	59.9432112321902	43.4844254518913	48.0631853423533	50.9229540012296	55.7705273722225	47.4487500773156	53.1099343163682	46.9570947282665	52.32436150955
BG064287	1	1	2	1	152.619924400460	149.888686486147	192.309359382204	188.695964234791	209.222100759114	210.321948973563	162.876219467112	163.301923921255	190.695520481622	181.084484380052	128.155714780124	136.334146549583	198.596916978314	226.740679992112	142.758702573836	129.897510033820	181.91816262334	178.552814801971	170.730775316079	182.614996870243	174.300211538312	193.631434535475	90.6624913207634	90.0041448357068	201.094372956028	214.496305221985	169.975342940684	177.672828761633	137.183538274477	132.384688632709	78.23121866966	83.7900790946287	87.1208365432086	96.3374587873407	56.1151771036257	57.7918518195404	134.409646147390	128.071165228153	149.663006588665	150.297662145882	75.0017170353447	78.2782079140039	98.2968648518085	98.8536105871664	78.068017434064	77.1122438850773	325.777127921822	278.939164881480	223.177959833101	200.405093914504	270.731849562945	254.517523930924	196.518139243972	254.632982952666	191.710708033672	159.224282843077
BG064287	1	1	2	2	162.855176394384	162.696701367570	223.517856371012	231.748822402889	227.901864548357	218.602862678331	161.682879044054	171.26117597433	211.257652040872	213.123641037576	128.110896843707	168.041911581213	199.840884052098	226.515210912493	148.165483918238	138.858251300643	185.490026109257	188.888862301213	161.366376673274	169.217408006178	207.892516873142	217.727894590936	123.338624414923	132.440264170999	206.078079839968	207.532989598952	200.35352813049	200.031416336716	123.832550333999	132.566114125269	90.769549411522	112.019945740849	96.0068610791625	104.471700118700	57.9039424565546	66.0058683027957	177.090661369880	182.296456234765	151.480010504066	162.661726243666	81.4465779326497	98.2238935393383	101.927212533729	97.343974718397	81.1526994946624	80.0589510941324	250.177261586644	275.156901004608	170.902907769085	152.542752726152	335.608839087228	303.835859262029	181.21826681209	209.051773126618	232.204220423554	198.342648191283
AW544088	1	1	2	3	303.965642791127	222.104048931581	409.023451063505	380.462292798558	456.847770260585	516.65350115503	190.002988226996	181.260307121353	420.693210034534	354.272416205067	250.602116640201	265.975407125941	562.589627893295	610.340082674128	292.319972644882	286.398494233937	130.218531750394	117.080109835855	330.341416871607	349.468743862867	278.98726949406	300.239506096114	127.416347928157	110.974770741136	216.522209720449	212.444718993905	187.652744003912	171.891970838047	235.626001406044	198.543453272726	126.433982697377	130.479161124633	131.351781012882	120.249606653228	122.560609424102	100.529852600236	124.562205692757	121.385133764368	222.889408051673	209.162025273053	117.210519573074	125.415364197199	110.920455565347	102.235425758049	87.3327650994022	85.031087605525	158.807921617725	141.11386744261	161.230305991905	160.801034523260	143.709218971385	136.595273013826	237.293371663378	278.136719695766	310.592748320553	220.861563481199
AW544088	1	1	2	4	287.65640791465	242.747938438828	333.344393304745	303.253938060344	452.30363951238	517.192389281221	350.306067659030	357.013513456269	379.426478984387	278.148747769243	257.143448711423	315.594273961354	432.359297121026	451.834854253905	264.444218066949	248.649792688427	258.238420658099	239.406668622147	398.679610041269	402.277909280082	319.694136472859	306.505465133293	214.698150430855	194.547553931779	259.619924854312	258.41236968868	356.699075423257	367.334846171168	201.852355804936	185.482105723754	139.414097760543	168.196763287712	143.427899545020	132.972734457522	72.6361250975479	78.9276684611242	183.228630051876	175.911373625805	217.989110651691	207.831482336701	127.079102638068	112.60702745719	111.952515778918	104.856955811354	111.360137713849	115.615877138044	160.963429880669	129.271599241058	198.917760361487	217.868931970897	145.143777396436	131.772786564322	296.947945455980	326.966397598441	430.921189688529	308.594711009961
